ts=177909 | bot=Hunterone | event=combat_enter | resource=focus | resource_pct=100
ts=177909 | bot=Mageone | event=combat_enter | resource=mana | resource_pct=100
ts=177909 | bot=Shamanone | event=combat_enter | resource=mana | resource_pct=100
ts=177909 | bot=Warlockone | event=combat_enter | resource=mana | resource_pct=100
ts=178675 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=30482 | spell_name=Molten Armor | school=fire | target=Mageone | target_hp_pct=99 | bot_hp_pct=99 | resource_kind=mana | resource_pct=100 | result_code=255
ts=184701 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1490 | spell_name=Curse of the Elements | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=62 | bot_hp_pct=100 | resource_kind=mana | resource_pct=91 | result_code=255
ts=185060 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=62 | bot_hp_pct=100 | resource_kind=focus | resource_pct=21 | result_code=255
ts=186218 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=55 | bot_hp_pct=100 | resource_kind=mana | resource_pct=93 | result_code=255
ts=187728 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=45 | bot_hp_pct=100 | resource_kind=mana | resource_pct=88 | result_code=255
ts=188071 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=44 | bot_hp_pct=100 | resource_kind=focus | resource_pct=6 | result_code=255
ts=189229 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Spiritmender | target_hp_pct=37 | bot_hp_pct=100 | resource_kind=mana | resource_pct=82 | result_code=255
ts=189229 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Warriorone | target_hp_pct=87 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=189229 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=37 | bot_hp_pct=100 | resource_kind=mana | resource_pct=89 | result_code=255
ts=189572 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=35 | bot_hp_pct=100 | resource_kind=focus | resource_pct=13 | result_code=255
ts=190727 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44572 | spell_name=Deep Freeze | school=frost | target=Naz'jar Spiritmender | target_hp_pct=26 | bot_hp_pct=100 | resource_kind=mana | resource_pct=81 | result_code=255
ts=190727 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=26 | bot_hp_pct=100 | resource_kind=mana | resource_pct=89 | result_code=255
ts=192237 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Spiritmender | target_hp_pct=84 | bot_hp_pct=100 | resource_kind=mana | resource_pct=82 | result_code=255
ts=192238 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Spiritmender | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=192239 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1490 | spell_name=Curse of the Elements | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=mana | resource_pct=84 | result_code=255
ts=192580 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=81 | bot_hp_pct=100 | resource_kind=focus | resource_pct=35 | result_code=255
ts=193749 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Spiritmender | target_hp_pct=76 | bot_hp_pct=100 | resource_kind=mana | resource_pct=83 | result_code=255
ts=193752 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warriorone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=193753 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=76 | bot_hp_pct=100 | resource_kind=mana | resource_pct=82 | result_code=255
ts=195255 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Spiritmender | target_hp_pct=66 | bot_hp_pct=100 | resource_kind=mana | resource_pct=97 | result_code=255
ts=195256 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=66 | bot_hp_pct=100 | resource_kind=mana | resource_pct=82 | result_code=255
ts=195585 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Spiritmender | target_hp_pct=65 | bot_hp_pct=100 | resource_kind=focus | resource_pct=34 | result_code=255
ts=196753 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=61 | bot_hp_pct=100 | resource_kind=mana | resource_pct=83 | result_code=255
ts=197095 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=61 | bot_hp_pct=100 | resource_kind=focus | resource_pct=4 | result_code=255
ts=198263 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Warriorone | target_hp_pct=88 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=198264 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=50 | bot_hp_pct=100 | resource_kind=mana | resource_pct=100 | result_code=255
ts=198592 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=50 | bot_hp_pct=100 | resource_kind=focus | resource_pct=11 | result_code=255
ts=199763 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=44 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=201274 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Spiritmender | target_hp_pct=43 | bot_hp_pct=100 | resource_kind=mana | resource_pct=72 | result_code=255
ts=201274 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=331 | spell_name=Healing Wave | school=nature | target=Warriorone | target_hp_pct=89 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=201275 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=686 | spell_name=Shadow Bolt | school=shadow | target=Naz'jar Spiritmender | target_hp_pct=43 | bot_hp_pct=100 | resource_kind=mana | resource_pct=87 | result_code=255
ts=201602 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Spiritmender | target_hp_pct=34 | bot_hp_pct=100 | resource_kind=focus | resource_pct=33 | result_code=255
ts=202781 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Spiritmender | target_hp_pct=23 | bot_hp_pct=100 | resource_kind=mana | resource_pct=73 | result_code=255
ts=204291 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Invader | target_hp_pct=59 | bot_hp_pct=100 | resource_kind=mana | resource_pct=75 | result_code=255
ts=204292 | bot=Shamanone | spec=RestoShaman | tier_idx=-2 | tier_name=dispel | spell_id=51886 | spell_name=Cleanse Spirit | school=nature | target=Hunterone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=94 | result_code=255
ts=204292 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1490 | spell_name=Curse of the Elements | school=shadow | target=Naz'jar Invader | target_hp_pct=59 | bot_hp_pct=100 | resource_kind=mana | resource_pct=83 | result_code=255
ts=204630 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Invader | target_hp_pct=59 | bot_hp_pct=100 | resource_kind=focus | resource_pct=37 | result_code=255
ts=205791 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=30455 | spell_name=Ice Lance | school=frost | target=Naz'jar Invader | target_hp_pct=52 | bot_hp_pct=100 | resource_kind=mana | resource_pct=74 | result_code=255
ts=205791 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=50 | bot_hp_pct=100 | resource_kind=mana | resource_pct=95 | result_code=255
ts=205791 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Invader | target_hp_pct=50 | bot_hp_pct=100 | resource_kind=mana | resource_pct=80 | result_code=255
ts=206121 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=2643 | spell_name=Multi-Shot | school=phys | target=Naz'jar Invader | target_hp_pct=48 | bot_hp_pct=100 | resource_kind=focus | resource_pct=7 | result_code=255
ts=207293 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Invader | target_hp_pct=42 | bot_hp_pct=100 | resource_kind=mana | resource_pct=75 | result_code=255
ts=207294 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=40 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=207294 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Invader | target_hp_pct=40 | bot_hp_pct=100 | resource_kind=mana | resource_pct=82 | result_code=255
ts=207637 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Invader | target_hp_pct=40 | bot_hp_pct=100 | resource_kind=focus | resource_pct=15 | result_code=255
ts=208794 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warriorone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=95 | result_code=255
ts=208795 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Invader | target_hp_pct=35 | bot_hp_pct=100 | resource_kind=mana | resource_pct=79 | result_code=255
ts=210300 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=543 | spell_name=Mage Ward | school=arcane | target=Mageone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=59 | result_code=255
ts=210301 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=18 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=210301 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Invader | target_hp_pct=18 | bot_hp_pct=100 | resource_kind=mana | resource_pct=80 | result_code=255
ts=210649 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=53351 | spell_name=Kill Shot | school=phys | target=Naz'jar Invader | target_hp_pct=14 | bot_hp_pct=100 | resource_kind=focus | resource_pct=35 | result_code=255
ts=211799 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Invader | target_hp_pct=5 | bot_hp_pct=100 | resource_kind=mana | resource_pct=60 | result_code=255
ts=211799 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=2 | bot_hp_pct=100 | resource_kind=mana | resource_pct=96 | result_code=255
ts=211799 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=27243 | spell_name=Seed of Corruption | school=shadow | target=Naz'jar Invader | target_hp_pct=2 | bot_hp_pct=100 | resource_kind=mana | resource_pct=77 | result_code=255
ts=212139 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=34477 | spell_name=Misdirection | school=phys | target=Warriorone | target_hp_pct=99 | bot_hp_pct=100 | resource_kind=focus | resource_pct=43 | result_code=255
ts=213310 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=116 | spell_name=Frostbolt | school=frost | target=Naz'jar Invader | target_hp_pct=49 | bot_hp_pct=100 | resource_kind=mana | resource_pct=61 | result_code=255
ts=213311 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=46 | bot_hp_pct=100 | resource_kind=mana | resource_pct=97 | result_code=255
ts=213311 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1490 | spell_name=Curse of the Elements | school=shadow | target=Naz'jar Invader | target_hp_pct=46 | bot_hp_pct=100 | resource_kind=mana | resource_pct=75 | result_code=255
ts=213665 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Invader | target_hp_pct=46 | bot_hp_pct=100 | resource_kind=focus | resource_pct=26 | result_code=255
ts=214805 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=116 | spell_name=Frostbolt | school=frost | target=Naz'jar Invader | target_hp_pct=40 | bot_hp_pct=100 | resource_kind=mana | resource_pct=59 | result_code=255
ts=214806 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Invader | target_hp_pct=38 | bot_hp_pct=100 | resource_kind=mana | resource_pct=98 | result_code=255
ts=214806 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=603 | spell_name=Bane of Doom | school=shadow | target=Naz'jar Invader | target_hp_pct=38 | bot_hp_pct=100 | resource_kind=mana | resource_pct=73 | result_code=255
ts=215165 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=56641 | spell_name=Steady Shot | school=phys | target=Naz'jar Invader | target_hp_pct=38 | bot_hp_pct=100 | resource_kind=focus | resource_pct=34 | result_code=255
ts=216313 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=172 | spell_name=Corruption | school=shadow | target=Naz'jar Invader | target_hp_pct=27 | bot_hp_pct=100 | resource_kind=mana | resource_pct=72 | result_code=255
ts=217812 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=44614 | spell_name=Frostfire Bolt | school=fire | target=Naz'jar Invader | target_hp_pct=16 | bot_hp_pct=100 | resource_kind=mana | resource_pct=58 | result_code=255
ts=217812 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Invader | target_hp_pct=16 | bot_hp_pct=100 | resource_kind=mana | resource_pct=73 | result_code=255
ts=218170 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=53209 | spell_name=Chimera Shot | school=nature | target=Naz'jar Invader | target_hp_pct=16 | bot_hp_pct=100 | resource_kind=focus | resource_pct=15 | result_code=255
ts=219325 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=116 | spell_name=Frostbolt | school=frost | target=Naz'jar Invader | target_hp_pct=1 | bot_hp_pct=100 | resource_kind=mana | resource_pct=60 | result_code=255
ts=219325 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=30108 | spell_name=Unstable Affliction | school=shadow | target=Naz'jar Invader | target_hp_pct=1 | bot_hp_pct=100 | resource_kind=mana | resource_pct=70 | result_code=255
ts=219343 | event=combat_leave | [Altbot] Hunterone — 41.4s | DPS 2364 | 20 casts (20 ok, 0 fail) | gcd~72% | top: Steady Shot(7) Serpent Sting(4) Multi-Shot(4) | dmg 97905 | no-tier 0
ts=219343 | event=combat_leave | [Altbot] Mageone — 41.4s | DPS 3863 | 19 casts (18 ok, 1 fail) | gcd~65% | top: Frostfire Bolt(7) Mage Ward(3) Blizzard(3) | dmg 160024 | no-tier 0
ts=219343 | event=combat_leave | [Altbot] Shamanone — 41.4s | DPS 1039 | 18 casts (18 ok, 0 fail) | gcd~65% | top: Chain Lightning(9) Healing Wave(4) Riptide(3) | dmg 43046 | no-tier 0
ts=219343 | event=combat_leave | [Altbot] Warlockone — 41.4s | DPS 1274 | 34 casts (27 ok, 7 fail) | gcd~98% | top: Curse of the Elements(8) Bane of Doom(4) Unstable Affliction(4) | dmg 52758 | no-tier 0
ts=239079 | bot=Hunterone | event=combat_enter | resource=focus | resource_pct=100
ts=239079 | bot=Mageone | event=combat_enter | resource=mana | resource_pct=75
ts=239079 | bot=Shamanone | event=combat_enter | resource=mana | resource_pct=100
ts=239079 | bot=Warlockone | event=combat_enter | resource=mana | resource_pct=85
ts=240388 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=543 | spell_name=Mage Ward | school=arcane | target=Mageone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=72 | result_code=255
ts=240390 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=61295 | spell_name=Riptide | school=nature | target=Warriorone | target_hp_pct=100 | bot_hp_pct=100 | resource_kind=mana | resource_pct=98 | result_code=255
ts=240390 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=1490 | spell_name=Curse of the Elements | school=shadow | target=Naz'jar Sentinel | target_hp_pct=99 | bot_hp_pct=100 | resource_kind=mana | resource_pct=83 | result_code=255
ts=241895 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=97 | bot_hp_pct=100 | resource_kind=mana | resource_pct=74 | result_code=99
ts=241896 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=116 | spell_name=Frostbolt | school=frost | target=Naz'jar Sentinel | target_hp_pct=97 | bot_hp_pct=100 | resource_kind=mana | resource_pct=74 | result_code=255
ts=241896 | bot=Shamanone | spec=RestoShaman | tier_idx=-1 | tier_name=maint | spell_id=45297 | spell_name=Chain Lightning | school=nature | target=Naz'jar Sentinel | target_hp_pct=96 | bot_hp_pct=100 | resource_kind=mana | resource_pct=99 | result_code=255
ts=241897 | bot=Warlockone | spec=AffWarlock | tier_idx=-1 | tier_name=maint | spell_id=48181 | spell_name=Haunt | school=shadow | target=Naz'jar Sentinel | target_hp_pct=96 | bot_hp_pct=100 | resource_kind=mana | resource_pct=84 | result_code=255
ts=242240 | bot=Hunterone | spec=MmHunter | tier_idx=-1 | tier_name=maint | spell_id=1978 | spell_name=Serpent Sting | school=nature | target=Naz'jar Sentinel | target_hp_pct=96 | bot_hp_pct=100 | resource_kind=focus | resource_pct=77 | result_code=255
ts=243401 | bot=Mageone | spec=FrostMage | tier_idx=-1 | tier_name=maint | spell_id=10 | spell_name=Blizzard | school=frost | target=Naz'jar Sentinel | target_hp_pct=95 | bot_hp_pct=100 | resource_kind=mana | resource_pct=72 | result_code=99
