spell_id,spell_name_dbc,spell_name_doc,dungeon_slug,boss_or_mob,source_npc_entry,mechanic_class,interruptible,dispel_type,target_pattern,priority,avoid_radius_y,school,attributes,effect_summary,tc_citation,status,doc_unverified,notes,doc_source
76507,Claw Puncture,Claw Puncture,grim-batol,Ambient Twilight Hatchling,39625,info,no,,,,,physical,0,E0=6/A3,boss_general_umbriss.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:246
76507,Claw Puncture,Claw Puncture,grim-batol,Ambient Twilight Hatchling,39625,info,no,,,,,physical,0,E0=6/A3,boss_general_umbriss.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:258
74984,Mighty Stomp,Mighty Stomp,grim-batol,forgemaster_throngus,40177,info,no,none,pbaoe_telegraph,,,physical,0,E0=140/A0,boss_forgemaster_throngus.cpp:35,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:324
74987,Cave In,Cave In,grim-batol,forgemaster_throngus,40177,avoidable,no,none,random_player_locations,,,physical,0,E0=27/A4,boss_forgemaster_throngus.cpp:50,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:335
74976,Disorienting Roar,Disorienting Roar,grim-batol,forgemaster_throngus,40177,dispel,no,unverified,pbaoe_self,,,physical,0,E0=6/A252,boss_forgemaster_throngus.cpp:43,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:348
74981,Dual Blades,Dual Blades,grim-batol,forgemaster_throngus,40177,info,no,,self,,,physical,0,E2=6/A79 E1=6/A42 E0=6/A54,boss_forgemaster_throngus.cpp:42,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:360
47480,Thrash,Thrash,grim-batol,forgemaster_throngus,40177,info,no,,self,,,physical,262160,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:368
74908,Personal Phalanx,Personal Phalanx,grim-batol,forgemaster_throngus,40177,info,no,,self,,,physical,262144,E2=6/A25 E1=6/A26 E0=6/A23,boss_forgemaster_throngus.cpp:37,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:377
45101,Flaming Arrow,Flaming Arrow,grim-batol,forgemaster_throngus,40177,avoidable,no,,random_floor_patch,,,fire,5308434,E0=3/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:389
75007,Encumbered,Encumbered,grim-batol,forgemaster_throngus,40177,info,no,,self,,,physical,0,E1=6/A33 E0=6/A79,boss_forgemaster_throngus.cpp:45,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:401
75057,Impaling Slam,Impaling Slam,grim-batol,forgemaster_throngus,40177,dispel,no,unverified,random_ally,,,physical,272,E0=6/A236,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:409
,,Lava Patch (Mace stance fire trail),grim-batol,forgemaster_throngus,40177,avoidable,no,,ground_behind_boss,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/grim-batol/encounter.md:420
75245,Burning Shadowbolt,Burning Shadowbolt,grim-batol,drahga_shadowburner,40319,info,no,none,ally_random_or_tank,,,fire+shadow,0,E0=2/A0,boss_drahga_shadowburner.cpp:35,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:532
75218,Invocation of Flame,Invocation of Flame,grim-batol,drahga_shadowburner,40319,info,no,none,ground_marker_then_summon,,,physical,256,E1=3/A0 E0=28/A0,boss_drahga_shadowburner.cpp:37,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:544
75238,Supernova,Supernova,grim-batol,drahga_shadowburner,40319,avoidable,no,,pbaoe_self,,,fire,8388608,E2=6/A3 E1=77/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:555
75271,Shredding Swipe,Shredding Swipe,grim-batol,drahga_shadowburner,40319,avoidable,no,,frontal_cone,,,physical,2097156,E1=28/A0 E0=31/A0,boss_drahga_shadowburner.cpp:48,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:569
75317,Seeping Twilight,Seeping Twilight,grim-batol,drahga_shadowburner,40319,avoidable,no,unverified,random_player_location,,,shadow,0,E1=2/A0 E0=6/A33,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:580
75317,Seeping Twilight,Seeping Twilight,grim-batol,drahga_shadowburner,40319,dispel,no,unverified,random_player_location,,,shadow,0,E1=2/A0 E0=6/A33,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:580
,,Devouring Flames,grim-batol,drahga_shadowburner,40319,avoidable,no,,frontal_cone_random_direction,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/grim-batol/encounter.md:594
79466,Binding Shadows,Binding Shadows,grim-batol,erudax_duke_of_below,40484,avoidable,no,magic,ally_random_ranged,,,shadow,0,E0=32/A0,boss_erudax.cpp:36,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:706
79466,Binding Shadows,Binding Shadows,grim-batol,erudax_duke_of_below,40484,dispel,no,magic,ally_random_ranged,,,shadow,0,E0=32/A0,boss_erudax.cpp:36,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:706
75789,Enfeebling Blow,Enfeebling Blow,grim-batol,erudax_duke_of_below,40484,info,no,none,tank,,,shadow,2097156,E2=64/A0 E1=98/A0 E0=31/A0,boss_erudax.cpp:58,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:722
75792,Feeble Body,Feeble Body,grim-batol,erudax_duke_of_below,40484,dispel,no,unverified,tank,TANK_WAIT_OUT_BEFORE_RE_ENGAGE,,shadow,2097152,E0=6/A87,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:734
75694,Shadow Gale,Shadow Gale,grim-batol,erudax_duke_of_below,40484,avoidable,no,none,room_wide,GROUP_COLLAPSE_TO_SAFE_ZONE,,shadow,0,E0=6/A31,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:747
75520,Twilight Corruption,Twilight Corruption,grim-batol,Ambient Twilight Hatchling,40484,info,no,,alexstraszas_egg,PREVENT_CAST_VIA_KILL_OR_SLOW,,physical,2048,E0=6/A23,boss_erudax.cpp:49,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:785
75809,Shield of Nightmares,Shield of Nightmares,grim-batol,Ambient Twilight Hatchling,40484,dispel,no,magic,self,,,shadow,2048,E0=6/A42,boss_erudax.cpp:40,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:793
75763,Umbral Mending,Umbral Mending,grim-batol,Ambient Twilight Hatchling,40484,interrupt,yes,,ally_radius_100yd,MUST_INTERRUPT,,shadow,0,E0=136/A0,boss_erudax.cpp:50,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:805
75755,Siphon Essence,Siphon Essence,grim-batol,Ambient Twilight Hatchling,40484,info,no,,alexstraszas_egg_radius,ATTEMPT_INTERRUPT,,shadow,0,E0=6/A53,boss_erudax.cpp:51,verified,no,DBC + TC script confirm,docs/dungeons/grim-batol/encounter.md:814
99393,Twilight Blast,Twilight Blast,grim-batol,Ambient Twilight Hatchling,40484,info,no,,ranged_or_aoe,,,shadow,589824,E1=6/A33 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/grim-batol/encounter.md:836
,,Alexstrasza's Egg,grim-batol,erudax_duke_of_below,40484,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75809,')",docs/dungeons/grim-batol/encounter.md:877
,,Alexstrasza's Egg,grim-batol,erudax_duke_of_below,40484,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('79466,')",docs/dungeons/grim-batol/encounter.md:878
,,Alexstrasza's Egg,grim-batol,erudax_duke_of_below,40484,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('79466,')",docs/dungeons/grim-batol/encounter.md:905
,,Alexstrasza's Egg,grim-batol,erudax_duke_of_below,40484,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75809,')",docs/dungeons/grim-batol/encounter.md:907
63710,Void Barrier,Void Barrier,halls-of-origination,Void Sentinel (trash form),,info,no,,,,,shadow,0,E0=6/A40,,unbound,yes,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:99
75117,Burning Light,Burning Light,halls-of-origination,temple_guardian_anhuur,39425,avoidable,no,none,ground_random,MOVE_OUT,4,holy,0,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:180
75592,Divine Reckoning,Divine Reckoning,halls-of-origination,temple_guardian_anhuur,39425,avoidable,no,magic,ally_random,MAGIC_DISPEL_HIGH,7,holy+arcane,0,E0=6/A226,boss_temple_guardian_anhuur.cpp:60;boss_temple_guardian_anhuur.cpp:326,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:194
75592,Divine Reckoning,Divine Reckoning,halls-of-origination,temple_guardian_anhuur,39425,dispel,no,magic,ally_random,MAGIC_DISPEL_HIGH,7,holy+arcane,0,E0=6/A226,boss_temple_guardian_anhuur.cpp:60;boss_temple_guardian_anhuur.cpp:326,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:194
80747,Shield of Light,Shield of Light,halls-of-origination,temple_guardian_anhuur,39425,info,no,none,self,,,physical,0,E2=6/A77 E1=6/A77 E0=6/A69,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:212
75322,Reverberating Hymn,Reverberating Hymn,halls-of-origination,temple_guardian_anhuur,39425,info,no,none,pbaoe_self,AOE_HEAL_PRESSURE,,holy,2048,E0=6/A23,boss_temple_guardian_anhuur.cpp:64;boss_temple_guardian_anhuur.cpp:364,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:223
74538,Poison-tipped Fangs,Pit Viper Poison-tipped Fangs,halls-of-origination,temple_guardian_anhuur,39425,dispel,no,poison,closest_player,,,nature,0,E0=6/A3,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:239
,,Beacon of Light (interactable),halls-of-origination,temple_guardian_anhuur,39425,info,no,,ground_object_lever,,,,,,,placeholder,yes,non-numeric spell_id ('UNVERIFIED'),docs/dungeons/halls-of-origination/encounter.md:248
,,Poison-tipped Fangs (74538),halls-of-origination,Anubisath / caster trash,39425,info,no,,,,,,,,,placeholder,no,"non-numeric spell_id ('75592,')",docs/dungeons/halls-of-origination/encounter.md:295
75540,Flame Bolt,Flame Bolt,halls-of-origination,earthrager_ptah,39428,interrupt,yes,none,ally_random,KICK_AVAILABLE,,fire,327696,E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:348
75339,Earth Spike,Earth Spike,halls-of-origination,earthrager_ptah,39428,avoidable,no,none,ground_random,,4,nature,16,E2=64/A0 E1=98/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:361
83650,Raging Smash,Raging Smash,halls-of-origination,earthrager_ptah,39428,avoidable,no,none,tank_plus_2_nearest,,,physical,262164,E0=31/A0,boss_earthrager_ptah.cpp:65,verified,no,DBC + TC script confirm,docs/dungeons/halls-of-origination/encounter.md:374
75547,Quicksand,Quicksand,halls-of-origination,earthrager_ptah,39428,avoidable,no,none,ground_random_near_players,,7,nature,0,E1=64/A0 E0=2/A0,,unbound,no,DBC name matches but no TC script casts the ID,docs/dungeons/halls-of-origination/encounter.md:385
